gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	Endothelial	Fibroblast	Macrophages	Neuron	RBC	T-cells	Unknown	VSMC
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.0	0.0	0.013	0.0	0.0	0.0	0.001	0.0	0.266
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.056	0.794	0.05	0.225	0.52	0.005	0.329	0.433	0.169
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.002	0.564	0.076	0.0	0.0	0.0	0.006	0.0	0.003
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.056	0.794	0.05	0.225	0.52	0.005	0.329	0.433	0.169
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.004	0.0	0.006	0.005	0.0	0.0	0.004	0.048	0.007
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	0.056	0.794	0.05	0.225	0.52	0.005	0.329	0.433	0.169
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.001	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.004
GPR25	O00155	False	GPR25_HUMAN		CPI-SS0EECD7662	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B0AC1603	0.002	0.076	0.003	0.015	0.029	0.0	0.003	0.018	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F6B529A1	0.169	0.209	0.176	0.198	0.26	0.109	1.49	0.183	0.221
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0F33890C0	0.003	0.0	0.57	0.003	0.026	0.0	0.005	0.015	0.346
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.169	0.209	0.176	0.198	0.26	0.109	1.49	0.183	0.221
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.009	0.322	0.103	0.335	0.561	0.009	0.014	0.017	0.422
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.169	0.209	0.176	0.198	0.26	0.109	1.49	0.183	0.221
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CB2E8B21	0.003	0.0	0.57	0.003	0.026	0.0	0.005	0.015	0.346
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	0.246	3.975	0.279	0.305	0.211	0.136	0.239	0.198	0.283
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.002	0.0	0.215	0.0	0.0	0.0	0.0	0.0	0.006
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.001	0.011	0.096	0.009	0.0	0.0	0.004	0.0	0.103
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.169	0.209	0.176	0.198	0.26	0.109	1.49	0.183	0.221
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.002	0.004	0.03	0.019	0.064	0.0	0.01	0.066	0.031
PYY	P10082	False	PYY_HUMAN		CPI-SS0FAE7ABEF	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.049
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0D377BBBF	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS080683E15	0.002	0.004	0.03	0.019	0.064	0.0	0.01	0.066	0.031
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0EFE0B07A	0.004	0.199	0.632	0.0	0.0	0.0	0.001	0.0	0.132
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	0.246	3.975	0.279	0.305	0.211	0.136	0.239	0.198	0.283
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	0.002	0.0	0.215	0.0	0.0	0.0	0.0	0.0	0.006
AVP	P01185	False	NEU2_HUMAN		CPI-SS00399ED03	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS02CCE14A7	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0A9F17199	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.049
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0098B5107	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS021F26C73	0.0	0.006	0.006	0.002	0.042	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.001	0.109	0.004	0.007	0.031	0.0	0.027	0.0	0.017
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.005	0.069	0.618	0.011	0.118	0.0	0.007	0.059	0.114
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.001	0.0	0.026	0.0	0.0	0.008	0.032	0.017	0.003
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.0	0.017	0.334	0.007	0.0	0.0	0.001	0.0	0.035
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.001	0.109	0.004	0.007	0.031	0.0	0.027	0.0	0.017
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.001	0.109	0.004	0.007	0.031	0.0	0.027	0.0	0.017
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.001	0.16	0.066	0.0	0.439	0.007	0.002	0.0	0.887
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.001	0.109	0.004	0.007	0.031	0.0	0.027	0.0	0.017
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	0.005	0.069	0.618	0.011	0.118	0.0	0.007	0.059	0.114
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	0.005	0.337	0.119	0.006	1.308	0.009	0.019	0.0	1.905
MDK	P21741	False	MK_HUMAN		CPI-SS012AFC842	0.005	0.069	0.618	0.011	0.118	0.0	0.007	0.059	0.114
PTN	P21246	False	PTN_HUMAN		CPI-SS05D7900BF	0.005	0.337	0.119	0.006	1.308	0.009	0.019	0.0	1.905
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0B2D5BA95	0.0	0.017	0.334	0.007	0.0	0.0	0.001	0.0	0.035
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0CA020C34	0.061	0.041	0.048	0.051	0.0	0.005	0.087	0.084	0.076
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0E4DE8215	0.0	0.029	0.005	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS01C2BA5C8	0.0	0.017	0.334	0.007	0.0	0.0	0.001	0.0	0.035
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02C418D99	0.0	0.029	0.005	0.0	0.0	0.0	0.0	0.0	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0097929A7	0.001	0.0	0.026	0.0	0.0	0.008	0.032	0.017	0.003
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E32BEF02	0.0	0.017	0.334	0.007	0.0	0.0	0.001	0.0	0.035
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0C56C483F	0.0	0.017	0.334	0.007	0.0	0.0	0.001	0.0	0.035
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.009	0.015	0.049	0.0	0.109	0.0	0.011	0.012	0.188
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.0	0.017	0.334	0.007	0.0	0.0	0.001	0.0	0.035
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS002673EFE	0.0	0.017	0.334	0.007	0.0	0.0	0.001	0.0	0.035
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0F26BB901	0.0	0.029	0.005	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.0	0.017	0.334	0.007	0.0	0.0	0.001	0.0	0.035
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS0AD0ED887	0.002	0.006	0.216	0.006	0.0	0.0	0.001	0.0	0.013
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.0	0.069	0.132	0.01	0.0	0.0	0.002	0.0	0.016
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07833475A	0.0	0.069	0.132	0.01	0.0	0.0	0.002	0.0	0.016
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.0	0.069	0.132	0.01	0.0	0.0	0.002	0.0	0.016
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0649EA05F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.001	0.286	0.034	0.002	0.0	0.0	0.003	0.0	0.003
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.001	0.008	0.01	0.0	0.0	0.0	0.001	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.026	0.861	0.026	0.47	0.0	0.013	0.004	0.036	0.031
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0816A4ED4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02E314589	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS02C29C238	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.003
CD96	P40200	False	TACT_HUMAN		CPI-SS03F821467	0.002	0.006	0.0	0.014	0.0	0.014	0.339	0.071	0.002
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0658257AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	0.0	0.016	0.057	0.005	0.0	0.0	0.001	0.0	0.003
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.061	0.041	0.048	0.051	0.0	0.005	0.087	0.084	0.076
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.001	0.03	0.04	0.02	0.0	0.0	0.006	0.0	0.324
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0C2561156	0.0	0.029	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.007	0.197	0.0	0.0	0.0	0.0	0.008	0.023	0.008
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.002	0.251	0.142	0.057	0.097	0.003	0.01	0.0	0.594
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0E1A8414D	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.007	0.197	0.0	0.0	0.0	0.0	0.008	0.023	0.008
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.002	0.251	0.142	0.057	0.097	0.003	0.01	0.0	0.594
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0D37C7C70	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.007	0.197	0.0	0.0	0.0	0.0	0.008	0.023	0.008
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.002	0.251	0.142	0.057	0.097	0.003	0.01	0.0	0.594
DLK1	P80370	False	DLK1_HUMAN		CPI-SS007AA9FDE	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0F21DBF93	0.001	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	0.001	0.35	0.01	0.004	0.0	0.0	0.001	0.0	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	0.036	0.17	0.222	0.617	0.306	0.006	0.005	0.015	0.191
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.036	0.17	0.222	0.617	0.306	0.006	0.005	0.015	0.191
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.021
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.569	0.038	0.02	0.301	0.0	0.042	0.017	0.239	0.008
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.036	0.17	0.222	0.617	0.306	0.006	0.005	0.015	0.191
VEGFD	O43915	False	VEGFD_HUMAN		CPI-SS0EBA5A4D8	0.001	0.0	0.33	0.0	0.0	0.0	0.002	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	0.016	0.067	0.998	0.044	0.0	0.006	0.003	0.025	0.058
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.024	0.0	0.0	0.005	0.0	0.004	0.043	0.013	0.002
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	0.002	0.0	0.0	0.027	0.0	0.003	0.009	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.024	0.0	0.0	0.005	0.0	0.004	0.043	0.013	0.002
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.005	0.046	0.15	1.051	0.118	0.005	0.002	0.021	0.034
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.002	0.0	0.0	0.027	0.0	0.003	0.009	0.0	0.0
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.559	0.029	0.007	0.012	0.065	0.021	0.064	0.632	0.018
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0B89DD8C1	0.005	0.046	0.15	1.051	0.118	0.005	0.002	0.021	0.034
CD70	P32970	False	CD70_HUMAN		CPI-SS0C412B7DE	0.0	0.0	0.011	0.0	0.0	0.0	0.002	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.001	0.286	0.034	0.002	0.0	0.0	0.003	0.0	0.003
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	0.001	0.286	0.034	0.002	0.0	0.0	0.003	0.0	0.003
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.001	0.286	0.034	0.002	0.0	0.0	0.003	0.0	0.003
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0762B455F	0.001	0.286	0.034	0.002	0.0	0.0	0.003	0.0	0.003
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0008137B6	0.001	0.008	0.01	0.0	0.0	0.0	0.001	0.0	0.0
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.0	0.0	0.004	0.0	0.0	0.0	0.06	0.018	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AFE077D8	0.0	0.021	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS03165AD8C	0.0	0.021	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AE4CF4E7	0.0	0.021	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0BE8BE8E9	0.0	0.021	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F8C2FA91	0.025	0.0	0.0	0.168	0.0	0.0	0.007	0.016	0.005
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0E7EDE823	0.002	0.0	0.0	0.027	0.0	0.0	0.055	0.057	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0DFAF1FE2	0.038	0.0	0.006	0.074	0.0	0.009	0.23	0.043	0.002
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0ADA38C78	0.0	0.021	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08B91FD2A	0.025	0.0	0.0	0.168	0.0	0.0	0.007	0.016	0.005
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0CBA3DA0D	0.002	0.0	0.0	0.027	0.0	0.0	0.055	0.057	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B186A32C	0.038	0.0	0.006	0.074	0.0	0.009	0.23	0.043	0.002
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0638E0E29	0.008	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.003
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0D34B5517	0.0	0.021	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0B2979A10	0.008	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.003
CCR1	P32246	False	CCR1_HUMAN		CPI-SS041751A4D	0.025	0.0	0.0	0.168	0.0	0.0	0.007	0.016	0.005
CCR8	P51685	False	CCR8_HUMAN		CPI-SS03188FD02	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.0	0.673	0.002	0.002	0.207	0.0	0.001	0.0	0.003
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	0.004	0.199	0.632	0.0	0.0	0.0	0.001	0.0	0.132
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.01	0.006	0.017	0.012	0.0	0.0	0.012	0.0	0.018
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	0.002	0.0	0.377	0.078	0.0	0.0	0.0	0.0	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS027AFFC0E	0.031	0.009	0.004	0.013	0.0	0.013	0.03	0.015	0.006
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.001	0.026	0.014	0.008	0.024	0.0	0.002	0.0	0.015
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	0.0	0.0	0.0	0.017	0.064	0.0	0.0	0.0	0.0
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.004	0.008	0.06	0.132	0.0	0.017	0.376	0.204	0.005
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.004	0.089	0.006	0.0	0.03	0.0	0.0	0.0	0.392
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.002	0.007	0.024	0.002	0.193	0.0	0.04	0.058	0.003
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.001	0.0	0.109	0.003	0.119	0.0	0.0	0.0	0.003
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.002	0.007	0.024	0.002	0.193	0.0	0.04	0.058	0.003
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.001	0.0	0.109	0.003	0.119	0.0	0.0	0.0	0.003
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.0	0.008	0.047	0.0	0.135	0.0	0.002	0.0	0.012
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.001	0.814	0.106	0.0	0.095	0.0	0.001	0.0	0.049
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.0	0.023	0.063	0.0	0.0	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.026	0.861	0.026	0.47	0.0	0.013	0.004	0.036	0.031
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.026	0.861	0.026	0.47	0.0	0.013	0.004	0.036	0.031
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.026	0.861	0.026	0.47	0.0	0.013	0.004	0.036	0.031
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.0	0.011	0.0	0.012	0.0	0.0	0.001	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09F973C1A	0.005	0.146	0.003	0.014	0.0	0.009	0.001	0.0	0.239
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS041888D39	0.001	0.031	0.295	0.0	0.0	0.0	0.0	0.0	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS052127A00	0.001	0.007	0.059	0.0	0.0	0.0	0.0	0.0	0.118
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	0.001	0.007	0.059	0.0	0.0	0.0	0.0	0.0	0.118
TTR	P02766	False	TTHY_HUMAN		CPI-SS08B85996F	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0
TTR	P02766	False	TTHY_HUMAN		CPI-SS00D3CD86E	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0
TTR	P02766	False	TTHY_HUMAN		CPI-SS06006F870	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0AB647854	0.001	0.0	0.007	0.0	0.237	0.0	0.0	0.0	0.007
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	0.0	0.0	0.004	0.0	1.203	0.0	0.001	0.0	0.0
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0D529E576	0.0	0.034	0.0	0.0	0.682	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS04861AD1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS079DDF890	0.005	0.255	0.362	0.185	0.269	0.009	0.029	0.0	0.322
TNFSF15	O95150	False	TNF15_HUMAN		CPI-SS0B0CF0EDF	0.0	0.018	0.008	0.021	0.0	0.0	0.0	0.0	0.0
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS02EF3E1BA	0.005	0.255	0.362	0.185	0.269	0.009	0.029	0.0	0.322
GNRH1	P01148	False	GON1_HUMAN		CPI-SS0D9EFC4F7	0.008	0.031	0.004	0.019	0.0	0.0	0.003	0.0	0.007
CD70	P32970	False	CD70_HUMAN		CPI-SS08A819670	0.0	0.0	0.011	0.0	0.0	0.0	0.002	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.016	0.067	0.998	0.044	0.0	0.006	0.003	0.025	0.058
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.016	0.067	0.998	0.044	0.0	0.006	0.003	0.025	0.058
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C694CB44	0.016	0.067	0.998	0.044	0.0	0.006	0.003	0.025	0.058
FZD6	O60353	False	FZD6_HUMAN		CPI-SS082AD7B6A	0.002	0.564	0.076	0.0	0.0	0.0	0.006	0.0	0.003
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.153	0.003	0.006	0.066	0.0	0.005	0.023	0.126	0.004
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0F102AAC5	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0DCA749B0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.003	0.007	0.095	0.0	0.221	0.0	0.001	0.0	0.031
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.056	0.093	0.413	0.052	0.03	0.0	0.052	0.068	0.146
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	0.002	0.066	0.211	0.0	0.0	0.0	0.0	0.0	0.211
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.166	0.225	0.462	0.25	0.228	0.019	0.189	0.21	0.232
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.09	0.181	0.192	0.192	0.022	0.015	0.05	0.079	0.1
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.003	0.0	0.04	0.804	0.0	0.007	0.003	0.0	0.008
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.005	0.055	0.016	0.321	0.0	0.003	0.123	0.095	0.256
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	0.0	0.0	0.061	0.023	0.0	0.0	0.015	0.0	0.007
AGT	P01019	False	ANGT_HUMAN		CPI-SS05996C8FD	0.003	0.223	0.0	0.0	0.0	0.0	0.002	0.0	0.533
TG	P01266	False	THYG_HUMAN		CPI-SS01963C4CA	0.008	0.0	0.0	0.003	0.0	0.0	0.016	0.038	0.006
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.007	0.0	0.005	0.933	0.0	0.005	0.006	0.0	0.01
CSF2	P04141	False	CSF2_HUMAN		CPI-SS092E57263	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
IL4	P05112	False	IL4_HUMAN		CPI-SS01AD399A0	0.0	0.0	0.0	0.032	0.0	0.0	0.004	0.0	0.0
