id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B-cells|B-cells	B-cells|Endothelial	B-cells|Fibroblast	B-cells|Macrophages	B-cells|Neuron	B-cells|RBC	B-cells|T-cells	B-cells|Unknown	B-cells|VSMC	Endothelial|B-cells	Endothelial|Endothelial	Endothelial|Fibroblast	Endothelial|Macrophages	Endothelial|Neuron	Endothelial|RBC	Endothelial|T-cells	Endothelial|Unknown	Endothelial|VSMC	Fibroblast|B-cells	Fibroblast|Endothelial	Fibroblast|Fibroblast	Fibroblast|Macrophages	Fibroblast|Neuron	Fibroblast|RBC	Fibroblast|T-cells	Fibroblast|Unknown	Fibroblast|VSMC	Macrophages|B-cells	Macrophages|Endothelial	Macrophages|Fibroblast	Macrophages|Macrophages	Macrophages|Neuron	Macrophages|RBC	Macrophages|T-cells	Macrophages|Unknown	Macrophages|VSMC	Neuron|B-cells	Neuron|Endothelial	Neuron|Fibroblast	Neuron|Macrophages	Neuron|Neuron	Neuron|RBC	Neuron|T-cells	Neuron|Unknown	Neuron|VSMC	RBC|B-cells	RBC|Endothelial	RBC|Fibroblast	RBC|Macrophages	RBC|Neuron	RBC|RBC	RBC|T-cells	RBC|Unknown	RBC|VSMC	T-cells|B-cells	T-cells|Endothelial	T-cells|Fibroblast	T-cells|Macrophages	T-cells|Neuron	T-cells|RBC	T-cells|T-cells	T-cells|Unknown	T-cells|VSMC	Unknown|B-cells	Unknown|Endothelial	Unknown|Fibroblast	Unknown|Macrophages	Unknown|Neuron	Unknown|RBC	Unknown|T-cells	Unknown|Unknown	Unknown|VSMC	VSMC|B-cells	VSMC|Endothelial	VSMC|Fibroblast	VSMC|Macrophages	VSMC|Neuron	VSMC|RBC	VSMC|T-cells	VSMC|Unknown	VSMC|VSMC
CPI-SS0BA3A1C3A	NGFR_NTF4	simple:P08138	simple:P34130	NGFR	NTF4	True	True	False	curated	False	0.0	0.007	0.0	0.007	0.0	0.0	0.006	0.012	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.002	0.008	0.0	0.0	0.008	0.0	0.008	0.0	0.0	0.007	0.013	0.0	0.0	0.042	0.0	0.042	0.0	0.0	0.041	0.047	0.0	0.0	0.082	0.0	0.082	0.0	0.0	0.081	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.002	0.008	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.016	0.022	0.0	0.0	0.173	0.0	0.173	0.0	0.0	0.173	0.178	0.0
CPI-SS07D71C546	NOTCH2_IL24	simple:Q04721	simple:Q13007	NOTCH2	IL24	True	True	False	IMEx,InnateDB-All,MINT	False	0.09	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.231	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	NOTCH2	DLL4	False	True	False	curated	False	0.089	0.263	0.093	0.09	0.0	0.0	0.089	0.0	0.0	0.065	0.239	0.069	0.066	0.0	0.0	0.064	0.0	0.0	0.139	0.314	0.144	0.141	0.0	0.0	0.139	0.0	0.0	0.23	0.405	0.235	0.232	0.0	0.0	0.23	0.0	0.0	0.133	0.308	0.138	0.135	0.0	0.0	0.133	0.0	0.0	0.013	0.187	0.017	0.014	0.0	0.0	0.013	0.0	0.0	0.065	0.239	0.069	0.066	0.0	0.0	0.065	0.0	0.0	0.1	0.275	0.105	0.102	0.0	0.0	0.1	0.0	0.0	0.076	0.25	0.08	0.077	0.0	0.0	0.076	0.0	0.0
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	NOTCH1	DLL4	False	True	False	curated	False	0.029	0.203	0.033	0.03	0.0	0.0	0.029	0.0	0.0	0.398	0.572	0.402	0.399	0.0	0.0	0.397	0.0	0.0	0.026	0.2	0.03	0.027	0.0	0.0	0.026	0.0	0.0	0.113	0.287	0.117	0.114	0.0	0.0	0.113	0.0	0.0	0.26	0.435	0.265	0.262	0.0	0.0	0.26	0.0	0.0	0.003	0.178	0.008	0.004	0.0	0.0	0.003	0.0	0.0	0.165	0.34	0.17	0.166	0.0	0.0	0.165	0.0	0.0	0.217	0.391	0.221	0.218	0.0	0.0	0.217	0.0	0.0	0.085	0.259	0.09	0.086	0.0	0.0	0.085	0.0	0.0
CPI-SS00D153A8A	NOTCH4_DLL4	simple:Q99466	simple:Q9NR61	NOTCH4	DLL4	False	True	False	curated	False	0.01	0.184	0.014	0.011	0.0	0.0	0.01	0.0	0.0	0.014	0.189	0.019	0.016	0.0	0.0	0.014	0.0	0.0	0.002	0.176	0.006	0.003	0.0	0.0	0.002	0.0	0.0	0.002	0.177	0.007	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.179	0.009	0.006	0.0	0.0	0.005	0.0	0.0	0.007	0.181	0.011	0.008	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.206	0.036	0.033	0.0	0.0	0.031	0.0	0.0
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	NOTCH2	JAG2	False	True	False	curated	False	0.089	0.121	0.0	0.089	0.0	0.0	0.089	0.0	0.09	0.064	0.097	0.0	0.065	0.0	0.0	0.065	0.0	0.065	0.139	0.172	0.0	0.14	0.0	0.0	0.14	0.0	0.14	0.23	0.263	0.0	0.231	0.0	0.0	0.231	0.0	0.231	0.133	0.166	0.0	0.134	0.0	0.0	0.134	0.0	0.134	0.013	0.045	0.0	0.013	0.0	0.0	0.013	0.0	0.014	0.065	0.097	0.0	0.065	0.0	0.0	0.065	0.0	0.066	0.1	0.133	0.0	0.101	0.0	0.0	0.101	0.0	0.101	0.075	0.108	0.0	0.076	0.0	0.0	0.076	0.0	0.076
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	NOTCH1	JAG2	False	True	False	curated	False	0.029	0.061	0.0	0.029	0.0	0.0	0.029	0.0	0.03	0.397	0.43	0.0	0.398	0.0	0.0	0.398	0.0	0.398	0.026	0.058	0.0	0.026	0.0	0.0	0.026	0.0	0.027	0.113	0.145	0.0	0.113	0.0	0.0	0.113	0.0	0.114	0.26	0.293	0.0	0.261	0.0	0.0	0.261	0.0	0.261	0.003	0.036	0.0	0.004	0.0	0.0	0.004	0.0	0.004	0.165	0.198	0.0	0.165	0.0	0.0	0.166	0.0	0.166	0.217	0.249	0.0	0.217	0.0	0.0	0.217	0.0	0.218	0.085	0.117	0.0	0.085	0.0	0.0	0.085	0.0	0.086
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	NOTCH4	JAG2	False	True	False	curated	False	0.009	0.042	0.0	0.01	0.0	0.0	0.01	0.0	0.01	0.014	0.047	0.0	0.015	0.0	0.0	0.015	0.0	0.015	0.002	0.034	0.0	0.002	0.0	0.0	0.002	0.0	0.003	0.002	0.035	0.0	0.003	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.037	0.0	0.005	0.0	0.0	0.005	0.0	0.006	0.006	0.039	0.0	0.007	0.0	0.0	0.007	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.064	0.0	0.032	0.0	0.0	0.032	0.0	0.032
CPI-SS0C4D54E39	NOTCH3_JAG2	simple:Q9UM47	simple:Q9Y219	NOTCH3	JAG2	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.039	0.0	0.007	0.0	0.0	0.007	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.033	0.0	0.001	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.166	0.0	0.134	0.0	0.0	0.134	0.0	0.134
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	NOTCH1	WNT4	True	True	False	I2D	False	0.059	0.049	0.052	0.054	0.0	0.031	0.072	0.07	0.066	0.428	0.418	0.421	0.423	0.0	0.4	0.44	0.439	0.435	0.056	0.046	0.049	0.051	0.0	0.028	0.069	0.067	0.063	0.143	0.133	0.137	0.138	0.0	0.115	0.156	0.154	0.151	0.291	0.281	0.284	0.285	0.0	0.262	0.303	0.302	0.298	0.033	0.023	0.027	0.028	0.0	0.005	0.046	0.045	0.041	0.195	0.185	0.189	0.19	0.0	0.167	0.208	0.207	0.203	0.247	0.237	0.241	0.242	0.0	0.219	0.26	0.258	0.255	0.115	0.105	0.109	0.11	0.0	0.087	0.128	0.127	0.123
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	FZD6	WNT4	True	True	False	curated	False	0.032	0.022	0.025	0.027	0.0	0.004	0.044	0.043	0.039	0.313	0.303	0.306	0.307	0.0	0.284	0.325	0.324	0.32	0.069	0.059	0.062	0.063	0.0	0.04	0.081	0.08	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.024	0.027	0.029	0.0	0.006	0.046	0.045	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.022	0.026	0.027	0.0	0.004	0.045	0.043	0.04
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	curated	False	0.029	0.154	0.099	0.057	0.077	0.03	0.033	0.0	0.325	0.398	0.523	0.468	0.425	0.446	0.398	0.402	0.0	0.694	0.026	0.151	0.096	0.054	0.074	0.027	0.03	0.0	0.322	0.113	0.238	0.184	0.141	0.161	0.114	0.117	0.0	0.409	0.261	0.385	0.331	0.288	0.308	0.261	0.265	0.0	0.557	0.003	0.128	0.074	0.031	0.051	0.004	0.008	0.0	0.299	0.165	0.29	0.236	0.193	0.213	0.166	0.17	0.0	0.461	0.217	0.342	0.288	0.245	0.265	0.218	0.221	0.0	0.513	0.085	0.21	0.156	0.113	0.133	0.086	0.09	0.0	0.381
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	CD46	JAG1	False	True	False	curated	False	0.003	0.128	0.073	0.03	0.051	0.003	0.007	0.0	0.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.128	0.074	0.031	0.051	0.004	0.008	0.0	0.3	0.003	0.128	0.074	0.031	0.051	0.004	0.007	0.0	0.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.128	0.073	0.03	0.051	0.003	0.007	0.0	0.299	0.025	0.15	0.095	0.052	0.073	0.025	0.029	0.0	0.321	0.004	0.129	0.075	0.032	0.052	0.005	0.009	0.0	0.301
CPI-SS0A34EE366	NOTCH1_DLK1	simple:P46531	simple:P80370	NOTCH1	DLK1	False	True	False	curated	False	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.398	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086
CPI-SS09FF3A1EA	FZD9_WNT2	simple:O00144	simple:P09544	FZD9	WNT2	True	True	False	curated	False	0.0	0.015	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EECD7662	GPR25_RETN	simple:O00155	simple:Q9HD89	GPR25	RETN	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B0AC1603	CCL24_CCR3	simple:O00175	simple:P51677	CCL24	CCR3	True	False	True	curated	False	0.002	0.0	0.0	0.014	0.0	0.0	0.029	0.029	0.0	0.039	0.0	0.0	0.051	0.0	0.0	0.066	0.067	0.0	0.002	0.0	0.0	0.015	0.0	0.0	0.029	0.03	0.0	0.009	0.0	0.0	0.021	0.0	0.0	0.035	0.036	0.0	0.016	0.0	0.0	0.028	0.0	0.0	0.042	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.015	0.0	0.0	0.029	0.03	0.0	0.01	0.0	0.0	0.022	0.0	0.0	0.037	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F6B529A1	CCL5_CCR3	simple:P13501	simple:P51677	CCL5	CCR3	True	False	True	curated	False	0.086	0.0	0.0	0.098	0.0	0.0	0.112	0.113	0.0	0.106	0.0	0.0	0.118	0.0	0.0	0.132	0.133	0.0	0.089	0.0	0.0	0.101	0.0	0.0	0.116	0.117	0.0	0.1	0.0	0.0	0.112	0.0	0.0	0.127	0.128	0.0	0.131	0.0	0.0	0.143	0.0	0.0	0.158	0.159	0.0	0.056	0.0	0.0	0.068	0.0	0.0	0.082	0.083	0.0	0.746	0.0	0.0	0.758	0.0	0.0	0.773	0.774	0.0	0.093	0.0	0.0	0.105	0.0	0.0	0.119	0.12	0.0	0.111	0.0	0.0	0.124	0.0	0.0	0.138	0.139	0.0
CPI-SS0F33890C0	CCL11_CCR3	simple:P51671	simple:P51677	CCL11	CCR3	True	False	True	curated	False	0.002	0.0	0.0	0.015	0.0	0.0	0.029	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.0	0.298	0.0	0.0	0.313	0.314	0.0	0.002	0.0	0.0	0.015	0.0	0.0	0.029	0.03	0.0	0.014	0.0	0.0	0.026	0.0	0.0	0.041	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.016	0.0	0.0	0.03	0.031	0.0	0.009	0.0	0.0	0.021	0.0	0.0	0.035	0.036	0.0	0.174	0.0	0.0	0.187	0.0	0.0	0.201	0.202	0.0
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	CCL5	CCR1	True	False	True	curated	False	0.097	0.0	0.0	0.169	0.0	0.0	0.088	0.093	0.087	0.117	0.0	0.0	0.188	0.0	0.0	0.108	0.112	0.107	0.101	0.0	0.0	0.172	0.0	0.0	0.092	0.096	0.091	0.112	0.0	0.0	0.183	0.0	0.0	0.102	0.107	0.101	0.143	0.0	0.0	0.214	0.0	0.0	0.133	0.138	0.133	0.067	0.0	0.0	0.138	0.0	0.0	0.058	0.062	0.057	0.758	0.0	0.0	0.829	0.0	0.0	0.748	0.753	0.747	0.104	0.0	0.0	0.176	0.0	0.0	0.095	0.1	0.094	0.123	0.0	0.0	0.194	0.0	0.0	0.114	0.118	0.113
CPI-SS08B249DBA	CCL2_CCR10	simple:P13500	simple:P46092	CCL2	CCR10	True	False	True	I2D	False	0.009	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.006	0.165	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.162	0.055	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.053	0.171	0.0	0.0	0.0	0.0	0.0	0.177	0.0	0.169	0.284	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.282	0.008	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.006	0.011	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.008	0.013	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.01	0.215	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.212
CPI-SS0F3BF2B34	CCL5_ACKR4	simple:P13501	simple:Q9NPB9	CCL5	ACKR4	True	False	True	I2D	False	0.086	0.22	0.108	0.086	0.0	0.087	0.086	0.0	0.0	0.106	0.24	0.128	0.105	0.0	0.107	0.106	0.0	0.0	0.089	0.224	0.111	0.089	0.0	0.09	0.089	0.0	0.0	0.1	0.234	0.122	0.1	0.0	0.101	0.1	0.0	0.0	0.131	0.266	0.153	0.131	0.0	0.132	0.131	0.0	0.0	0.056	0.19	0.078	0.055	0.0	0.057	0.056	0.0	0.0	0.746	0.88	0.768	0.746	0.0	0.747	0.746	0.0	0.0	0.093	0.227	0.115	0.093	0.0	0.094	0.093	0.0	0.0	0.112	0.246	0.134	0.111	0.0	0.113	0.111	0.0	0.0
CPI-SS0CB2E8B21	CCL11_ACKR4	simple:P51671	simple:Q9NPB9	CCL11	ACKR4	True	False	True	I2D	False	0.002	0.137	0.025	0.002	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.42	0.308	0.286	0.0	0.287	0.286	0.0	0.0	0.002	0.137	0.025	0.002	0.0	0.003	0.002	0.0	0.0	0.014	0.148	0.036	0.014	0.0	0.015	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.138	0.025	0.003	0.0	0.004	0.003	0.0	0.0	0.009	0.143	0.031	0.009	0.0	0.01	0.009	0.0	0.0	0.174	0.309	0.196	0.174	0.0	0.175	0.174	0.0	0.0
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	0.124	0.259	0.146	0.124	0.0	0.125	0.124	0.0	0.0	1.989	2.123	2.011	1.988	0.0	1.989	1.988	0.0	0.0	0.14	0.275	0.162	0.14	0.0	0.141	0.14	0.0	0.0	0.153	0.288	0.175	0.153	0.0	0.154	0.153	0.0	0.0	0.106	0.241	0.129	0.106	0.0	0.107	0.106	0.0	0.0	0.069	0.203	0.091	0.069	0.0	0.07	0.069	0.0	0.0	0.121	0.255	0.143	0.12	0.0	0.121	0.12	0.0	0.0	0.1	0.235	0.122	0.1	0.0	0.101	0.1	0.0	0.0	0.142	0.277	0.165	0.142	0.0	0.143	0.142	0.0	0.0
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	0.002	0.137	0.024	0.002	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.243	0.131	0.109	0.0	0.11	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.136	0.023	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.139	0.026	0.004	0.0	0.005	0.004	0.0	0.0
CPI-SS00AEC3818	CCL19_ACKR4	simple:Q99731	simple:Q9NPB9	CCL19	ACKR4	True	False	True	curated	False	0.001	0.136	0.024	0.001	0.0	0.002	0.001	0.0	0.0	0.007	0.141	0.029	0.006	0.0	0.007	0.006	0.0	0.0	0.049	0.184	0.071	0.049	0.0	0.05	0.049	0.0	0.0	0.006	0.14	0.028	0.005	0.0	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.137	0.025	0.003	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.187	0.075	0.052	0.0	0.053	0.052	0.0	0.0
CPI-SS0EA05941A	CCL5_CCR4	simple:P13501	simple:P51679	CCL5	CCR4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0
CPI-SS052B38F1C	CCL22_CCR4	simple:O00626	simple:P51679	CCL22	CCR4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	CCL22	DPP4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.018	0.067	0.027	0.0	0.012	0.13	0.111	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	True	False	True	curated	False	0.052	0.018	0.066	0.027	0.0	0.012	0.13	0.11	0.01	0.053	0.019	0.067	0.028	0.0	0.013	0.13	0.111	0.011	0.066	0.032	0.081	0.041	0.0	0.026	0.144	0.125	0.024	0.06	0.026	0.075	0.036	0.0	0.02	0.138	0.119	0.019	0.083	0.049	0.097	0.058	0.0	0.043	0.16	0.141	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.022	0.07	0.031	0.0	0.016	0.134	0.114	0.014	0.084	0.05	0.099	0.059	0.0	0.044	0.162	0.142	0.042	0.067	0.032	0.081	0.042	0.0	0.026	0.144	0.125	0.025
CPI-SS0FAE7ABEF	PYY_DPP4	simple:P10082	simple:P27487	PYY	DPP4	True	False	True	InnateDB-All,MINT	False	0.051	0.017	0.066	0.027	0.0	0.011	0.129	0.11	0.009	0.053	0.019	0.068	0.028	0.0	0.013	0.131	0.111	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.041	0.09	0.051	0.0	0.035	0.153	0.134	0.034
CPI-SS0D377BBBF	ADCYAP1_DPP4	simple:P18509	simple:P27487	ADCYAP1	DPP4	True	False	True	InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.029	0.078	0.038	0.0	0.023	0.141	0.121	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	True	False	True	curated	False	0.002	0.0	0.002	0.009	0.0	0.004	0.105	0.023	0.0	0.003	0.0	0.003	0.01	0.0	0.005	0.106	0.024	0.0	0.016	0.0	0.017	0.023	0.0	0.019	0.12	0.037	0.0	0.011	0.0	0.011	0.018	0.0	0.013	0.114	0.032	0.0	0.033	0.0	0.033	0.04	0.0	0.035	0.136	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.006	0.013	0.0	0.008	0.109	0.027	0.0	0.034	0.0	0.035	0.041	0.0	0.037	0.138	0.055	0.0	0.017	0.0	0.017	0.024	0.0	0.019	0.12	0.038	0.0
